#,ubound,wni_lab
9,135.576,
10,155.75,0.1018
11,171.11,0.089
12,185.09,0.0789
13,198.73,0.0741
14,211.74,0.0659
15,225.98,0.069
16,238.81,0.0553
17,250.85,0.0475
18,263.23,0.0453
19,275.23,0.0393
20,287.04,0.0354
21,299.02,0.0328
22,311.06,0.0297
23,323.29,0.0269
24,335.91,0.025
25,348.63,0.0231
26,361.53,0.0202
27,374.83,0.0188
28,388.51,0.0171
29,402.85,0.0162
30,417.74,0.0145
31,432.78,0.0126
32,447.77,0.0104
33,463.2,0.0094
34,479.26,0.0081
35,496.21,0.0069
36,100000,0.0268
